id,hotelId,name,image,rating,url,category,location,createdAt,updatedAt
1753,NULL,"Ferienhaus Villa Ester",https://s3-media4.fl.yelpcdn.com/bphoto/1koopHCxlsjyvkY3gj1_qQ/o.jpg,5,https://www.yelp.com/biz/ferienhaus-villa-ester-porto-empedocle?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1754,NULL,"Hotel Villa Romana",https://s3-media2.fl.yelpcdn.com/bphoto/2TBqXhxHSlbNSQcPUAq9UA/o.jpg,3,https://www.yelp.com/biz/hotel-villa-romana-porto-empedocle-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1755,NULL,"Hotel Costazzurra",https://s3-media3.fl.yelpcdn.com/bphoto/VsX9a_fKSRHO7SJw9oqHyQ/o.jpg,5,https://www.yelp.com/biz/hotel-costazzurra-agrigento?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1756,NULL,"Baglio della Luna",https://s3-media1.fl.yelpcdn.com/bphoto/Afrc7uJhSKNsUT2Vebpn4Q/o.jpg,4,https://www.yelp.com/biz/baglio-della-luna-agrigento?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1757,NULL,"iH Hotels Agrigento Kaos Resort",https://s3-media3.fl.yelpcdn.com/bphoto/hAg3hPLr1HsIGBI_WB496g/o.jpg,3,https://www.yelp.com/biz/ih-hotels-agrigento-kaos-resort-agrigento?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Resorts,Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1758,NULL,"Hotel Della Valle",https://s3-media4.fl.yelpcdn.com/bphoto/ZQaCSjWeeceBk1YofFEyNg/o.jpg,2,https://www.yelp.com/biz/hotel-della-valle-agrigento?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1759,NULL,"Costa del Sol",https://s3-media2.fl.yelpcdn.com/bphoto/AqB_PSColgS44V0qCG-VeQ/o.jpg,4,https://www.yelp.com/biz/costa-del-sol-porto-empedocle?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Bed & Breakfast",Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1760,NULL,"Hotel Kore",,4,https://www.yelp.com/biz/hotel-kore-villaggio-mose?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1761,NULL,"B&B Residence Terrazze di Monteluse",,5,https://www.yelp.com/biz/b-and-b-residence-terrazze-di-monteluse-agrigento?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Guest Houses",Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1762,NULL,"Villa Margherita",,4,https://www.yelp.com/biz/villa-margherita-agrigento?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Vacation Rentals",Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1763,NULL,"Grand Hotel Mosè",,3,https://www.yelp.com/biz/grand-hotel-mos%C3%A8-villaggio-mos%C3%A8-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Agrigento,"2020-12-17 04:55:12","2020-12-17 04:55:12"
1764,NULL,"Best Western Hotel Globus City",https://s3-media3.fl.yelpcdn.com/bphoto/-1NOaeONaixvwt7VpllWrg/o.jpg,5,https://www.yelp.com/biz/best-western-hotel-globus-city-forli?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1765,NULL,"Hotel B&B",https://s3-media4.fl.yelpcdn.com/bphoto/-GdQoPOLnmjVxhzvcpssgg/o.jpg,2,https://www.yelp.com/biz/hotel-b-e-b-faenza?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1766,NULL,"Il Maglio",https://s3-media4.fl.yelpcdn.com/bphoto/vSJInnEeOq3X7O7zhDtJyg/o.jpg,5,https://www.yelp.com/biz/il-maglio-imola-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1767,NULL,"Hotel Donatello Imola",,4,https://www.yelp.com/biz/hotel-donatello-imola-imola?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1768,NULL,"Hotel Serena",https://s3-media2.fl.yelpcdn.com/bphoto/IM24hYqMD3HS7RYszW-VxQ/o.jpg,5,https://www.yelp.com/biz/hotel-serena-riolo-terme?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1769,NULL,"Class Hotel",https://s3-media4.fl.yelpcdn.com/bphoto/knGIAHQ54I45OW5HCMKHWg/o.jpg,2,https://www.yelp.com/biz/class-hotel-faenza?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1770,NULL,"Albergo La Meridiana",,4,https://www.yelp.com/biz/albergo-la-meridiana-brisighella?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1771,NULL,"Grand Hotel Forlì",https://s3-media4.fl.yelpcdn.com/bphoto/CxDOUwUrQQ1mFZUoyAp42g/o.jpg,4,https://www.yelp.com/biz/grand-hotel-forl%C3%AC-rani-gardini?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1772,NULL,"Hotel Ravenna",https://s3-media2.fl.yelpcdn.com/bphoto/1QaQrEK9XzXjX6os3BIbSg/o.jpg,5,https://www.yelp.com/biz/hotel-ravenna-ravenna?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1773,NULL,"Euro Hotels",,3,https://www.yelp.com/biz/euro-hotels-imola?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Hotels & Travel",Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1774,NULL,"Cà San Giovanni",,4,https://www.yelp.com/biz/c%C3%A0-san-giovanni-tebano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1775,NULL,"Albergo Grand Hotel Terme",,4,https://www.yelp.com/biz/albergo-grand-hotel-terme-riolo-terme?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Hotels & Travel",Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1776,NULL,"Hotel Cube",https://s3-media3.fl.yelpcdn.com/bphoto/VQNYxcukYRiwASBeSTOVZg/o.jpg,5,https://www.yelp.com/biz/hotel-cube-la-spreta?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1777,NULL,"Rosa Bianca",https://s3-media3.fl.yelpcdn.com/bphoto/-KKQYK16vPaeKrbsCeLLKA/o.jpg,5,https://www.yelp.com/biz/rosa-bianca-dovadola?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1778,NULL,"Hotel Cavallino",,2,https://www.yelp.com/biz/hotel-cavallino-faenza?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Venues & Event Spaces",Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1779,NULL,"Unaway Hotel",,4,https://www.yelp.com/biz/unaway-hotel-forli-cesana?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1780,NULL,"Alberghi:hotel Bisanzio ",https://s3-media2.fl.yelpcdn.com/bphoto/3-U3iW3GmN7ky1uElb4i2Q/o.jpg,5,https://www.yelp.com/biz/alberghi-hotel-bisanzio-ravenna?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Hotels & Travel",Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1781,NULL,Masini,https://s3-media3.fl.yelpcdn.com/bphoto/q_zKEf9BRqpCpgbajWDD4A/o.jpg,2,https://www.yelp.com/biz/masini-forl%C3%AC-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1782,NULL,"Hotel Roma",,4,https://www.yelp.com/biz/hotel-roma-ravenna?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Hotels & Travel",Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1783,NULL,"Alberghi: Hotel Diana",,4,https://www.yelp.com/biz/alberghi-hotel-diana-ravenna?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Hotels & Travel",Faenza,"2020-12-17 04:55:14","2020-12-17 04:55:14"
1784,NULL,"African Beach",https://s3-media2.fl.yelpcdn.com/bphoto/HOorAW4ro1w6JngmwlhCRg/o.jpg,5,https://www.yelp.com/biz/african-beach-ippocampo?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1785,NULL,"Centro di Spiritualita Padre Pio San Giovanni Rotondo",https://s3-media2.fl.yelpcdn.com/bphoto/mX7q__-HXfU3Y0k_w2pPAw/o.jpg,5,https://www.yelp.com/biz/centro-di-spiritualita-padre-pio-san-giovanni-rotondo-san-giovanni-rotondo?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Churches,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1786,NULL,"Hotel Il Tetto",,4,https://www.yelp.com/biz/hotel-il-tetto-melfi?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1787,NULL,"Albergo Lucy",https://s3-media3.fl.yelpcdn.com/bphoto/hNIEuBjS0KpMKwIRkQhw9g/o.jpg,3,https://www.yelp.com/biz/albergo-lucy-trani?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1788,NULL,"S.Martin Hotel",https://s3-media1.fl.yelpcdn.com/bphoto/PKB7-vl0U6tgbWfvDGFNpw/o.jpg,4,https://www.yelp.com/biz/s-martin-hotel-giovinazzo?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1789,NULL,"Le Cese",,5,https://www.yelp.com/biz/le-cese-san-giovanni-rotondo-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1790,NULL,"Garden Hotel Molfetta",https://s3-media2.fl.yelpcdn.com/bphoto/wCSdeC8iVBw3liVkbb2nbw/o.jpg,5,https://www.yelp.com/biz/garden-hotel-molfetta-molfetta?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1791,NULL,"Agriturismo Falcare di Coccia Cataldo Domenico",https://s3-media1.fl.yelpcdn.com/bphoto/Chwgg1jkykj4TY-hZ3whzg/o.jpg,5,https://www.yelp.com/biz/agriturismo-falcare-di-coccia-cataldo-domenico-cagnano-varano?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Bed & Breakfast",Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1792,NULL,"Best Western Hotel Dei Cavalieri",,2,https://www.yelp.com/biz/best-western-hotel-dei-cavalieri-barletta?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1793,NULL,"Hotel Parco Delle Rose",https://s3-media2.fl.yelpcdn.com/bphoto/FUCufN-KbTMRaT6-BFDwyQ/o.jpg,3,https://www.yelp.com/biz/hotel-parco-delle-rose-san-giovanni-rotondo-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Italian,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1794,NULL,Leon,,4,https://www.yelp.com/biz/leon-san-giovanni-rotondo?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1795,NULL,"'hotel Euro Gestioni di Dragano Giuseppe e C. S..n.c.'",,3,https://www.yelp.com/biz/hotel-euro-gestioni-di-dragano-giuseppe-e-c-s-n-c-s-giovanni-rotondo?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Hotels & Travel",Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1796,NULL,"La Solaria",https://s3-media4.fl.yelpcdn.com/bphoto/t3U8rlxnYgzRgA3WC1Z8fA/o.jpg,4,https://www.yelp.com/biz/la-solaria-san-giovanni-rotondo?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1797,NULL,"Regiohotel Manfredi",https://s3-media3.fl.yelpcdn.com/bphoto/vYtLVK1ilqZ776_aAnO4iQ/o.jpg,1,https://www.yelp.com/biz/regiohotel-manfredi-manfredonia?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1798,NULL,"Albergo Hotel Colonne",,2,https://www.yelp.com/biz/albergo-hotel-colonne-san-giovanni-rotondo?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1799,NULL,"Gattarella Resort",https://s3-media1.fl.yelpcdn.com/bphoto/jHr6Ep72mqTnZfOpielmdw/o.jpg,4,https://www.yelp.com/biz/gattarella-resort-vieste?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Campgrounds,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1800,NULL,"La Dimora del Barone",https://s3-media2.fl.yelpcdn.com/bphoto/HBCCiiMPpO4ABbb3o99xnA/o.jpg,4,https://www.yelp.com/biz/la-dimora-del-barone-io-sgarrone?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,"Venues & Event Spaces",Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1801,NULL,"Hotel Villa",https://s3-media2.fl.yelpcdn.com/bphoto/PG0csv7I3ooNxW4wSKxUOQ/o.jpg,2,https://www.yelp.com/biz/hotel-villa-bisceglie?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1802,NULL,"Terre di Traiano",,5,https://www.yelp.com/biz/terre-di-traiano-bt?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Agriturismi,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1803,NULL,"Fabris Palace",https://s3-media2.fl.yelpcdn.com/bphoto/BZxQxgbXrvWSLuJ3934-kg/o.jpg,5,https://www.yelp.com/biz/fabris-palace-trani?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Residences,Cerignola,"2020-12-17 04:55:15","2020-12-17 04:55:15"
1804,NULL,"Hotel Principi di Piemonte",https://s3-media2.fl.yelpcdn.com/bphoto/otyMMsKKFp6ARxt4RMlWCA/o.jpg,5,https://www.yelp.com/biz/hotel-principi-di-piemonte-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1805,NULL,"DoubleTree by Hilton Turin Lingotto",https://s3-media1.fl.yelpcdn.com/bphoto/0ONZ16ZhqpkCh7r-aJ8ZOg/o.jpg,4,https://www.yelp.com/biz/doubletree-by-hilton-turin-lingotto-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1806,NULL,"Turin Palace Hotel",https://s3-media4.fl.yelpcdn.com/bphoto/0zUdxWOUkrkq1u4KTLliig/o.jpg,5,https://www.yelp.com/biz/turin-palace-hotel-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1807,NULL,"Hotel NH Collection Torino Piazza Carlina",https://s3-media3.fl.yelpcdn.com/bphoto/SHnYU3M8gAM59rPw3DR67Q/o.jpg,5,https://www.yelp.com/biz/hotel-nh-collection-torino-piazza-carlina-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1808,NULL,"Grand Hotel Sitea",https://s3-media3.fl.yelpcdn.com/bphoto/5-PmhhbpcOBmpjHoQlTr3g/o.jpg,5,https://www.yelp.com/biz/grand-hotel-sitea-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1809,NULL,"Hostellerie Du Golf",https://s3-media1.fl.yelpcdn.com/bphoto/u1j3BDQ6J5j01UgzFDaaeQ/o.jpg,5,https://www.yelp.com/biz/hostellerie-du-golf-pecetto-torinese?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1810,NULL,"AC Hotel Torino",https://s3-media3.fl.yelpcdn.com/bphoto/jYyC-ZwJexMXBziqkDXEmQ/o.jpg,4,https://www.yelp.com/biz/ac-hotel-torino-turin?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1811,NULL,"Best Western Hotel Piemontese",https://s3-media1.fl.yelpcdn.com/bphoto/4u4zeawpKHdXJm1Bj_inxg/o.jpg,5,https://www.yelp.com/biz/best-western-hotel-piemontese-torino-2?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1812,NULL,"Alberghi : Hotel Cristallo",,4,https://www.yelp.com/biz/alberghi-hotel-cristallo-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1813,NULL,"Town House",https://s3-media2.fl.yelpcdn.com/bphoto/vWlc_fuuC8WPA9nTM-T38A/o.jpg,5,https://www.yelp.com/biz/town-house-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1814,NULL,"Starhotels Majestic",https://s3-media3.fl.yelpcdn.com/bphoto/xdA0SUZsyygOQfreLuvBIQ/o.jpg,5,https://www.yelp.com/biz/starhotels-majestic-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1815,NULL,"Hotel Parco Fiera",,3,https://www.yelp.com/biz/hotel-parco-fiera-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1816,NULL,"Best Western Hotel Genio",https://s3-media1.fl.yelpcdn.com/bphoto/PIDipe6N6-ZeZXeT_JJO3A/o.jpg,5,https://www.yelp.com/biz/best-western-hotel-genio-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
1817,NULL,"Hotel Alpi",https://s3-media4.fl.yelpcdn.com/bphoto/7YEuKXJm8PWOsOe95mXSkg/o.jpg,5,https://www.yelp.com/biz/hotel-alpi-torino?adjust_creative=xdpM2DnWINPpE_1fanlM9g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xdpM2DnWINPpE_1fanlM9g,Hotels,Moncalieri,"2020-12-17 04:55:17","2020-12-17 04:55:17"
